id,full_name,new_eth,eth,FN_eth,Transaction_Count,Tendency,Weighted_Tendency,Archive,Transaction_Size
311,apla / bel-balaṭsu-iqbi,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
312,apla / bel-šarru-uṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
313,apla / bel-šunu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
314,apla / etellu,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
315,apla / eṭeru,Babylonian,b,b,1,Negative,-1,Murašȗ,1
316,apla / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
317,apla / ili-natannu,Babylonian,b,n,1,Negative,-1,Murašȗ,1
318,apla / linuḫ-libbi-bi-ili,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
319,apla / Nabu-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
320,Aplâ / Nabû-ēṭir-napšāti,Babylonian,b,b,1,Negative,-1,Yahudu,1
321,apla / nadin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
322,apla / Ninurta-eršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
323,Aplā / Ninurta-nāṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
324,apla / Ninurta-šum-lišir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
325,apla / Ninurta-x,Babylonian,b,b,1,Negative,-1,Murašȗ,1
326,apla / silimx,Babylonian,b,b,1,Negative,-1,Murašȗ,1
327,apla / Sin-ikṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
328,apla / Sin-iqbi,Babylonian,b,b,1,Negative,-1,Murašȗ,1
329,apla / šulum-Babili,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
330,apla / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
331,Aplâ / Zab…,Babylonian,b,x,1,Negative,-1,Yahudu,1
332,Aqara / Ninurta-aḫḫē-erība,Babylonian,b,b,1,Negative,-1,Murašȗ,1
333,aqaru-a / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
334,aqaru-a / arad-Egalmaḫ,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
335,aqaru-a / bania,Babylonian,b,x,1,Negative,-1,Murašȗ,1
336,aqaru-a / Enlil-kaṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
337,aqaru-a / mukin-aplu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
338,aqaru-a / nanaxamax,Babylonian,b,x,1,Negative,-1,Murašȗ,1
339,aqaru-a / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
340,Aqria / Gusāia,Babylonian,b,n,2,Negative,-1,Yahudu,<6
341,Aqria / Nabû-aḫ-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
342,Arad-Bābu / Pirºu,Babylonian,b,b,1,Negative,-1,Yahudu,1
343,Arad-Bānītu / Ḫanan,Babylonian,b,n,1,Negative,-1,Yahudu,1
344,Arad-Bēl / Nabû-ēreš,Babylonian,b,b,1,Negative,-1,Yahudu,1
345,Arad-Bēl / Ṭābija,Babylonian,b,x,1,Negative,-1,Murašȗ,1
346,arad-Enlil / dide,Babylonian,b,b,1,Negative,-1,Murašȗ,1
347,arad-Enlil / puḫḫuru,Babylonian,b,b,1,Negative,-1,Murašȗ,1
348,arad-Enlil / sa'ga',Babylonian,b,n,1,Negative,-1,Murašȗ,1
349,Arad-Nabû / Nabû-zēr-ukīn,Babylonian,b,b,1,Negative,-1,Yahudu,1
350,arad-Nergal / barikkiìltammeš,Babylonian,b,n,1,Negative,-1,Murašȗ,1
351,Arad-Nergal / Nabû-šum-iškun,Babylonian,b,b,1,Negative,-1,Yahudu,1
352,Arad-Ninurta / Iqūbu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
353,arad-Ninurta / Ninurta-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
354,arad-Ninurta / upahhir-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
355,Arad-Šamaš / Šamšāia,Babylonian,b,b,1,Negative,-1,Yahudu,1
356,arad-x / bulluṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
357,arbilaa / nadin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
358,ardia / bulluṭa,Babylonian,b,b,1,Negative,-1,Murašȗ,1
359,ardia / iddin-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
360,Ardia / Nabû-zēr-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
361,Bāba-ēreš / Barīk-il,Babylonian,b,n,1,Negative,-1,Yahudu,1
362,Balāssu / Bēl-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
363,Balāṭu / Murašû//Egibi,Babylonian,b,b,1,Negative,-1,Yahudu,1
364,balaṭu / Nabu-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
365,balaṭu / Ninurta-aḫu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
366,balaṭu / Ninurta-gamil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
367,balaṭu / tattannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
368,balaṭu / tiriama,Babylonian,b,n,1,Negative,-1,Murašȗ,1
369,Bānītu-ēreš / Šarrāni,Babylonian,b,b,1,Negative,-1,Yahudu,1
370,Bēl-ab-uṣur / Bēl-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
371,Bēl-ab-uṣur / Mušēzib-Bēl,Babylonian,b,b,1,Negative,-1,Murašȗ,1
372,bel-abu-uṣur / bel-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
373,bel-abu-uṣur / kiribti,Babylonian,b,b,1,Negative,-1,Murašȗ,1
374,bel-abu-uṣur / Nabu-aḫḫe-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
375,bel-abu-uṣur / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
376,Bēl-aḫ-iddin / Bēl-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
377,Bēl-aḫḫē-iqīša / Ṣillâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
378,bel-aḫḫe-šu / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
379,bel-aḫu-ibašši / pitibiri',Babylonian,b,n,1,Negative,-1,Murašȗ,1
380,bel-aḫu-iddin / rušnapatu,Babylonian,b,n,1,Negative,-1,Murašȗ,1
381,bel-aḫu-iddin / Sin-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
382,bel-aḫu-iddin / zababa-eršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
383,bel-aḫu-ittannu / bel-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
384,bel-aḫu-ittannu / bel-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
385,bel-aḫu-ittannu / bel-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
386,bel-aḫu-ittannu / rimut-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
387,bel-ana-meriḫtu / Napišti,Babylonian,b,b,1,Negative,-1,Murašȗ,1
388,bel-ani / kidin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
389,bel-aplu-iddin / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
390,Bēl-aplu-iddin / Nabû-idī-īpuš,Babylonian,b,b,1,Negative,-1,Yahudu,1
391,Bēl-bullissu / Nanâ-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
392,Bēl-bullissu / Tattannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
393,bel-bulliṭ / barikki-ili,Babylonian,b,n,1,Negative,-1,Murašȗ,1
394,bel-bulliṭsu / aḫu-šunu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
395,bel-bulliṭsu / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
396,bel-bulliṭsu / bel-abu-uṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
397,bel-bulliṭsu / bel-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
398,bel-bulliṭsu / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
399,bel-bulliṭsu / mušezib-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
400,bel-bulliṭsu / Nabu-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
401,bel-bulliṭsu / xki,Babylonian,b,x,1,Negative,-1,Murašȗ,1
402,bel-dayanu / bel-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
403,Bel-ereš / nidintux,Babylonian,b,b,1,Negative,-1,Murašȗ,1
404,bel-erib / bel-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
405,bel-erib / bel-eṭir,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
406,bel-erib / Nabu-re'u-šunu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
407,Bēl-erība / Šamaš-erība,Babylonian,b,b,1,Negative,-1,Yahudu,1
408,bel-eršu / addu-re'u-uššu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
409,bel-eršu / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
410,bel-eršu / tattannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
411,bel-eršu / zumba,Babylonian,b,b,1,Negative,-1,Murašȗ,1
412,Bēl-eṭēri-Šamaš / Aḫ-natan,Babylonian,b,n,1,Negative,-1,Yahudu,1
413,bel-eṭeri-Šamaš / kalbi-Bau,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
414,Bēl-eṭēri-Šamaš / Mannu-lū-bālu,Babylonian,b,n,1,Negative,-1,Yahudu,1
415,bel-eṭeri-Šamaš / Šamaš-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
416,bel-eṭeri-Šamaš / Šamaš-šarru-bulliṭ,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
417,Bēl-eṭēru / Nanâ-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
418,Bēl-ēṭir / Bānia,Babylonian,b,x,1,Negative,-1,Yahudu,1
419,Bēl-ēṭir / Mušēzib-Bēl,Babylonian,b,b,1,Negative,-1,Yahudu,1
420,Bēl-ēṭir / Nabû-bān-aḫi,Babylonian,b,b,1,Negative,-1,Yahudu,1
421,Bēl-ēṭir / Nabû-šar-bulliṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
422,bel-eṭir / šara'-ili,Babylonian,b,n,1,Negative,-1,Murašȗ,1
423,bel-ibašši / gašur,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
424,Bēl-ikṣur / Iddin-Nabû//Arad-Nergal,Babylonian,b,b,1,Negative,-1,Yahudu,1
425,bel-ipuš / aḫu-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
426,bel-ipuš / na'id-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
427,bel-ipuš / šátabarzanaʾ,Babylonian,b,n,2,Negative,-1,Murašȗ,<6
428,Bēl-īpuš / Zēria,Babylonian,b,b,1,Negative,-1,Yahudu,1
429,bel-ittannu / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
430,bel-ittannu / barakkuiltammeš,Babylonian,b,n,1,Negative,-1,Murašȗ,1
431,bel-ittannu / bel-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
432,bel-ittannu / linadušana-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
433,Bēl-ittannu / Nidintu,Babylonian,b,b,1,Negative,-1,Yahudu,1
434,bel-ittannu / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
435,bel-ittannu / šammu,Babylonian,b,x,1,Negative,-1,Murašȗ,1
436,bel-ittannu / šulum-Babili,Babylonian,b,b,1,Negative,-1,Murašȗ,1
437,bel-ittannu / ugga,Babylonian,b,x,1,Negative,-1,Murašȗ,1
438,bel-ittannu / zatame,Babylonian,b,n,1,Negative,-1,Murašȗ,1
439,Bēl-kāṣir / Itti-Marduk-balāṭu//Mandidi,Babylonian,b,b,1,Negative,-1,Yahudu,1
440,bel-kešir / arad-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
441,bel-naṣir / abu-ul-edu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
442,bel-naṣir / bel-x-x,Babylonian,b,x,1,Negative,-1,Murašȗ,1
443,bel-naṣir / xxx-Bau,Babylonian,b,b,1,Negative,-1,Murašȗ,1
444,bel-re'u-u'šunu / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
445,Bēl-rēmanni / Nabû-zēr-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
446,Bēl-šar-uṣur / Nusku-ēdu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
447,bel-šunu / abu-ul-edu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
448,bel-šúnu / abu-ul-edu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
449,bel-šunu / arrišittu,Babylonian,b,x,3,Negative,-1,Murašȗ,<6
450,bel-šunu / bel-bulliṭsu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
451,bel-šunu / Enlil-šum-ukin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
452,bel-šunu / Enlil-x-x,Babylonian,b,b,1,Negative,-1,Murašȗ,1
453,bel-šunu / kare,Babylonian,b,b,1,Negative,-1,Murašȗ,1
454,bel-šunu / mannukix,Babylonian,b,b,1,Negative,-1,Murašȗ,1
455,bel-šunu / marduka,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
456,bel-šunu / Nabu-aqabbi,Babylonian,b,n,1,Negative,-1,Murašȗ,1
457,bel-šunu / naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
458,bel-šunu / Ninurta-aḫḫe-bulliṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
459,bel-šunu / puḫḫuru,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
460,bel-šunu / šapi-kalbu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
461,bel-šunu / širikti,Babylonian,b,b,1,Negative,-1,Murašȗ,1
462,bel-šunu / šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
463,Bēl-uballiṭ / Bānia,Babylonian,b,x,1,Negative,-1,Yahudu,1
464,Bēl-uballiṭ / Ibâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
465,bel-upaqu / iddina,Babylonian,b,x,1,Negative,-1,Murašȗ,1
466,bel-ušallim / ina-ṣill-Esaggil,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
467,Bēl-ušallim / Nabû-balāssu-iqbi//Nabunnāia,Babylonian,b,b,1,Negative,-1,Yahudu,1
468,bel-ušezib / belet-tašlim,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
469,bel-uṣuršu / bel-iddina,Babylonian,b,x,1,Negative,-1,Murašȗ,1
470,bel-uṣuršu / mušallim-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
471,Bēl-uṣuršu / Nūr-Šamaš,Babylonian,b,b,1,Negative,-1,Yahudu,1
472,bel-uṣuršu / tattannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
473,Bēl-zēr-ibni / Ṣillâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
474,bel-zeru-iddin / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
475,Bēlâ / Nabû-dūrī,Babylonian,b,b,1,Negative,-1,Yahudu,1
476,Bēlâ / Nabû-šum-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
477,Bēlet-ēreš / Nabû-zēr-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
478,belet-eṭir / dilbatia,Babylonian,b,b,1,Negative,-1,Murašȗ,1
479,Belia / remut,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
480,Bēlšunu / Anu-aḫ-ušabši,Babylonian,b,b,1,Negative,-1,Yahudu,1
481,Bēlšunu / Anu-aḫḫē-iqīša,Babylonian,b,b,1,Negative,-1,Yahudu,1
482,Bēlšunu / Bābu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
483,bulliṭsu / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
484,bulluṭ / Enlil-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
485,bulluṭ / Enlil-šum-ukin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
486,bulluṭ / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
487,bulluṭ / tiriama,Babylonian,b,n,1,Negative,-1,Murašȗ,1
488,bulluṭa / bel-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
489,bulluṭa / iddin-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
490,bulluṭa / Ninurta-aḫḫe-bulliṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
491,Bulluṭu / Nabû-rēm-šukun,Babylonian,b,b,1,Negative,-1,Yahudu,1
492,Bunene-ibni / Lū-aḫūa,Babylonian,b,b,1,Negative,-1,Yahudu,1
493,Būr-aḫ-iddin / Adad-ubranni,Babylonian,b,b,1,Negative,-1,Yahudu,1
494,Būr-aplu-iddin / Adad-ušēzib,Babylonian,b,b,1,Negative,-1,Yahudu,1
495,Dannu-aḫḫēšu-ibni / Kīnâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
496,Dannu-Iššar / Ammi-Būru,Babylonian,b,n,1,Negative,-1,Yahudu,1
497,Dannu-Nergal / Šamaš-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
498,dayyan-aḫu-iddin / bel-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
499,Dūrlāia / Šamaš-ēreš,Babylonian,b,b,1,Negative,-1,Yahudu,1
500,Ea-ḫatin / Enlil-šumu-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
501,Ea-ibni / barikki-ili,Babylonian,b,n,1,Negative,-1,Murašȗ,1
502,Ea-uballiṭsu / misdabigin,Babylonian,b,n,1,Negative,-1,Murašȗ,1
503,Ea-zittu-šu / aḫdatuše,Babylonian,b,n,1,Negative,-1,Murašȗ,1
504,Eanna(Aiakku)-ibni / Innin-zēr-ušabši,Babylonian,b,b,2,Negative,-1,Yahudu,<6
505,Eanna(Aiakku)-šalmu / Zuḫrū,Babylonian,b,n,2,Negative,-1,Yahudu,<6
506,ellu-tanana / Enlil-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
507,ENl?-LIL?-eṭir / šakkuḫu,Babylonian,b,n,1,Negative,-1,Murašȗ,1
508,Enlil-aḫḫe-iddin / Enlil-iqiš-ša,Babylonian,b,b,1,Negative,-1,Murašȗ,1
509,Enlil-aḫḫe-iddin / labaši,Babylonian,b,b,1,Negative,-1,Murašȗ,1
510,Enlil-aḫḫe-iddin / Ninurta-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
511,Enlil-aḫḫē-iddīn / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
512,Enlil-aḫu-iddin / Enlil-x-x,Babylonian,b,b,1,Negative,-1,Murašȗ,1
513,Enlil-aḫu-iddin / gaḫla',Babylonian,b,n,1,Negative,-1,Murašȗ,1
514,Enlil-aḫu-uṣur / bel-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
515,Enlil-aplu-uṣur / remut-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
516,Enlil-aplu-uṣur / šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
517,Enlil-bana / tattannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
518,Enlil-bulliṭsu / Addu-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
519,Enlil-danu / iddin-aššur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
520,Enlil-danu / Kalkal-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
521,Enlil-eṭir / kalbi-Bau,Babylonian,b,b,1,Negative,-1,Murašȗ,1
522,Enlil-ḫatin / ibria,Babylonian,b,n,1,Negative,-1,Murašȗ,1
523,Enlil-ḫatin / Ninurta-eršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
524,Enlil-ḫatin / Šamaš-ereš,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
525,Enlil-ibni / nadin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
526,Enlil-iddin / Addu-remanni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
527,Enlil-iddin / amel-Enlil,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
528,Enlil-iddin / lute'ḫia,Babylonian,b,x,1,Negative,-1,Murašȗ,1
529,Enlil-iddin / Ninurta-x,Babylonian,b,b,1,Negative,-1,Murašȗ,1
530,Enlil-iddin / ubar,Babylonian,b,b,1,Negative,-1,Murašȗ,1
531,Enlil-ikribu-šime / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
532,Enlil-ipuš / Ninurta-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
533,Enlil-iqiš-balāṭu / xxxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
534,Enlil-iqiš-ša / Šamaš-balaṭsu-iqbi,Babylonian,b,b,1,Negative,-1,Murašȗ,1
535,Enlil-iqiš-ša / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
536,Enlil-ittannu / arad-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
537,Enlil-ittannu / bel-ittannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
538,Enlil-ittannu / Enlil-ana-matišu,Babylonian,b,b,5,Negative,-1,Murašȗ,<6
539,Enlil-ittannu / Enlil-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
540,Enlil-ittannu / Enlil-kaṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
541,Enlil-ittannu / mušallim-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
542,Enlil-ittannu / na'id-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
543,Enlil-ittannu / Nāʾid-Bēl,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
544,Enlil-ittannu / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
545,Enlil-ittannu / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
546,Enlil-kaṣir / aḫu-eršu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
547,Enlil-kaṣir / imbia,Babylonian,b,b,1,Negative,-1,Murašȗ,1
548,Enlil-kaṣir / na'id-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
549,Enlil-kidin / Ninurta-na'id,Babylonian,b,b,1,Negative,-1,Murašȗ,1
550,Enlil-mitu-uballiṭ / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
551,Enlil-mukin-aplu / Marduk-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
552,Enlil-mutakkil / aba-Enlil-dari,Babylonian,b,b,1,Negative,-1,Murašȗ,1
553,Enlil-Nippur-qibim / nadin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
554,Enlil-ṣululu / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
555,Enlil-šum-ibni / puḫḫuru,Babylonian,b,b,1,Negative,-1,Murašȗ,1
556,Enlil-šum-ukīn / Aplā,Babylonian,b,b,1,Negative,-1,Murašȗ,1
557,Enlil-šum-x / aqaru-a,Babylonian,b,b,1,Negative,-1,Murašȗ,1
558,Enlil-šumu-iddin / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
559,Enlil-upaqa / iddina,Babylonian,b,x,1,Negative,-1,Murašȗ,1
560,Enlil-uṣuršu / bel-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
561,Enlil-x-x / naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
562,Enlil-x-x / Ninurta-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
563,Enlil-x-x / silim-ili,Babylonian,b,b,1,Negative,-1,Murašȗ,1
564,Enlil-x-x / xxxa,Babylonian,b,x,1,Negative,-1,Murašȗ,1
565,Enlil-xx / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
566,Enlil-zēr-iddin / Nabû-ēṭir,Babylonian,b,b,1,Negative,-1,Yahudu,1
567,erib-Enlil / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
568,erib-Enlil / Enlil-iddin,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
569,erib-Enlil / mušezib,Babylonian,b,b,1,Negative,-1,Murašȗ,1
570,erib-Enlil / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
571,eriba / agga',Babylonian,b,n,1,Negative,-1,Murašȗ,1
572,eriba / Enlil-bana,Babylonian,b,b,1,Negative,-1,Murašȗ,1
573,eriba / mušallim-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
574,Erībâ / Ṣillâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
575,Erība-Enlil / Mannu-lū-bālum,Babylonian,b,n,1,Negative,-1,Yahudu,1
576,Esaggil-belet / Enlil-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
577,Esaggil-rašu / bel-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
578,eṭeru-bel / bel-eršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
579,Ēṭiru / Nabû-ēṭir,Babylonian,b,b,1,Negative,-1,Yahudu,1
580,Gimillu / Marduk-bēl-ilī,Babylonian,b,b,1,Negative,-1,Yahudu,1
581,Gimillu / Šamaš-zēr-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
582,Ḫabaṣīru / Nādin,Babylonian,b,b,1,Negative,-1,Yahudu,1
583,ḫariṣanu / aḫḫe-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
584,ḫatin / arda,Babylonian,b,b,1,Negative,-1,Murašȗ,1
585,ḫatin / bazuzu,Babylonian,b,x,1,Negative,-1,Murašȗ,1
586,ḫatin / ubar,Babylonian,b,b,1,Negative,-1,Murašȗ,1
587,Ibnâ / Aplâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
588,ibna / labaši,Babylonian,b,b,1,Negative,-1,Murašȗ,1
589,iddin-amurru / itti-bel-kilannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
590,iddin-Enlil / aḫḫe-iqiš-ša,Babylonian,b,b,1,Negative,-1,Murašȗ,1
591,iddin-Enlil / barikkiltammeš,Babylonian,b,n,1,Negative,-1,Murašȗ,1
592,iddin-Enlil / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
593,iddin-Enlil / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
594,iddin-Enlil / ina-belet-aṣbat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
595,iddin-Enlil / na'id-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
596,iddin-Marduk / barakkuiltammeš,Babylonian,b,n,1,Negative,-1,Murašȗ,1
597,iddin-Marduk / bel-bana,Babylonian,b,x,1,Negative,-1,Murašȗ,1
598,iddin-Marduk / Nabu-šum-ukin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
599,Iddinâ / Bānia,Babylonian,b,x,1,Negative,-1,Yahudu,1
600,Iddinâ / Sîn-ab-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
601,idisu / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
602,il-dan-anna(Danna?)-eršu / nana-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
